,Image,label,Concrete,Gypsum,Metal,Other,Plastic,Roofing,Wood
1883,A (230).jpg%105,Wood,0,0,0,0,0,0,1
1884,A (230).jpg%106,Wood,0,0,0,0,0,0,1
1885,A (230).jpg%107,Wood,0,0,0,0,0,0,1
1886,A (230).jpg%108,Wood,0,0,0,0,0,0,1
1887,A (230).jpg%109,Plastic,0,0,0,0,1,0,0
1888,A (230).jpg%110,Plastic,0,0,0,0,1,0,0
1889,A (230).jpg%111,Wood,0,0,0,0,0,0,1
1890,A (230).jpg%112,Wood,0,0,0,0,0,0,1
1891,A (230).jpg%113,Wood,0,0,0,0,0,0,1
1892,A (230).jpg%114,Wood,0,0,0,0,0,0,1
1893,A (230).jpg%115,Wood,0,0,0,0,0,0,1
1894,A (230).jpg%116,Wood,0,0,0,0,0,0,1
1895,A (230).jpg%117,Wood,0,0,0,0,0,0,1
1896,A (230).jpg%118,Wood,0,0,0,0,0,0,1
1897,A (230).jpg%119,Wood,0,0,0,0,0,0,1
1898,A (230).jpg%120,Plastic,0,0,0,0,1,0,0
1899,A (230).jpg%121,Plastic,0,0,0,0,1,0,0
1900,A (230).jpg%122,Wood,0,0,0,0,0,0,1
1901,A (230).jpg%123,Wood,0,0,0,0,0,0,1
1902,A (230).jpg%124,Wood,0,0,0,0,0,0,1
1903,A (230).jpg%125,Plastic,0,0,0,0,1,0,0
1904,A (230).jpg%126,Plastic,0,0,0,0,1,0,0
1905,A (230).jpg%127,Wood,0,0,0,0,0,0,1
1906,A (230).jpg%128,Wood,0,0,0,0,0,0,1
1907,A (230).jpg%132,Wood,0,0,0,0,0,0,1
1908,A (230).jpg%134,Wood,0,0,0,0,0,0,1
1909,A (230).jpg%135,Wood,0,0,0,0,0,0,1
1910,A (230).jpg%140,Wood,0,0,0,0,0,0,1
1911,A (230).jpg%141,Wood,0,0,0,0,0,0,1
1912,A (25).jpg%28,Wood,0,0,0,0,0,0,1
1913,A (25).jpg%29,Wood,0,0,0,0,0,0,1
1914,A (25).jpg%30,Wood,0,0,0,0,0,0,1
1915,A (25).jpg%31,Wood,0,0,0,0,0,0,1
1916,A (25).jpg%32,Wood,0,0,0,0,0,0,1
1917,A (25).jpg%33,Wood,0,0,0,0,0,0,1
1918,A (25).jpg%39,Wood,0,0,0,0,0,0,1
1919,A (25).jpg%40,Wood,0,0,0,0,0,0,1
1920,A (25).jpg%41,Wood,0,0,0,0,0,0,1
1921,A (25).jpg%42,Wood,0,0,0,0,0,0,1
1922,A (25).jpg%43,Wood,0,0,0,0,0,0,1
1923,A (25).jpg%44,Wood,0,0,0,0,0,0,1
1924,A (25).jpg%50,Wood,0,0,0,0,0,0,1
1925,A (25).jpg%51,Wood,0,0,0,0,0,0,1
1926,A (25).jpg%56,Wood,0,0,0,0,0,0,1
1927,A (25).jpg%70,Wood,0,0,0,0,0,0,1
1928,A (25).jpg%73,Wood,0,0,0,0,0,0,1
1929,A (25).jpg%80,Metal,0,0,1,0,0,0,0
1930,A (25).jpg%85,Wood,0,0,0,0,0,0,1
1931,A (25).jpg%96,Wood,0,0,0,0,0,0,1
1932,A (25).jpg%97,Wood,0,0,0,0,0,0,1
1933,A (25).jpg%98,Wood,0,0,0,0,0,0,1
1934,A (171).jpg%25,Wood,0,0,0,0,0,0,1
1935,A (171).jpg%26,Wood,0,0,0,0,0,0,1
1936,A (171).jpg%27,Wood,0,0,0,0,0,0,1
1937,A (171).jpg%28,Wood,0,0,0,0,0,0,1
1938,A (171).jpg%29,Wood,0,0,0,0,0,0,1
1939,A (171).jpg%37,Wood,0,0,0,0,0,0,1
1940,A (171).jpg%38,Wood,0,0,0,0,0,0,1
1941,A (171).jpg%39,Wood,0,0,0,0,0,0,1
1942,A (171).jpg%40,Wood,0,0,0,0,0,0,1
1943,A (171).jpg%41,Wood,0,0,0,0,0,0,1
1944,A (171).jpg%42,Wood,0,0,0,0,0,0,1
1945,A (171).jpg%43,Wood,0,0,0,0,0,0,1
1946,A (171).jpg%50,Wood,0,0,0,0,0,0,1
1947,A (171).jpg%51,Wood,0,0,0,0,0,0,1
1948,A (171).jpg%52,Wood,0,0,0,0,0,0,1
1949,A (171).jpg%53,Wood,0,0,0,0,0,0,1
1950,A (171).jpg%54,Wood,0,0,0,0,0,0,1
1951,A (171).jpg%55,Wood,0,0,0,0,0,0,1
1952,A (171).jpg%56,Wood,0,0,0,0,0,0,1
1953,A (171).jpg%63,Wood,0,0,0,0,0,0,1
1954,A (171).jpg%64,Wood,0,0,0,0,0,0,1
1955,A (171).jpg%65,Wood,0,0,0,0,0,0,1
1956,A (171).jpg%66,Wood,0,0,0,0,0,0,1
1957,A (171).jpg%67,Wood,0,0,0,0,0,0,1
1958,A (171).jpg%68,Wood,0,0,0,0,0,0,1
1959,A (171).jpg%71,Wood,0,0,0,0,0,0,1
1960,A (171).jpg%77,Wood,0,0,0,0,0,0,1
1961,A (171).jpg%78,Wood,0,0,0,0,0,0,1
1962,A (171).jpg%79,Wood,0,0,0,0,0,0,1
1963,A (171).jpg%80,Wood,0,0,0,0,0,0,1
1964,A (171).jpg%81,Wood,0,0,0,0,0,0,1
1965,A (171).jpg%82,Wood,0,0,0,0,0,0,1
1966,A (171).jpg%83,Wood,0,0,0,0,0,0,1
1967,A (171).jpg%90,Wood,0,0,0,0,0,0,1
1968,A (171).jpg%91,Wood,0,0,0,0,0,0,1
1969,A (171).jpg%92,Wood,0,0,0,0,0,0,1
1970,A (171).jpg%93,Wood,0,0,0,0,0,0,1
1971,A (171).jpg%94,Wood,0,0,0,0,0,0,1
1972,A (171).jpg%95,Wood,0,0,0,0,0,0,1
1973,A (171).jpg%102,Wood,0,0,0,0,0,0,1
1974,A (171).jpg%105,Wood,0,0,0,0,0,0,1
1975,A (171).jpg%106,Wood,0,0,0,0,0,0,1
1976,A (171).jpg%107,Wood,0,0,0,0,0,0,1
1977,A (171).jpg%114,Wood,0,0,0,0,0,0,1
1978,A (171).jpg%115,Wood,0,0,0,0,0,0,1
1979,A (171).jpg%117,Wood,0,0,0,0,0,0,1
1980,A (171).jpg%118,Wood,0,0,0,0,0,0,1
1981,A (171).jpg%119,Wood,0,0,0,0,0,0,1
1982,A (171).jpg%127,Wood,0,0,0,0,0,0,1
1983,A (171).jpg%128,Wood,0,0,0,0,0,0,1
1984,A (171).jpg%129,Wood,0,0,0,0,0,0,1
1985,A (171).jpg%130,Wood,0,0,0,0,0,0,1
1986,A (171).jpg%131,Wood,0,0,0,0,0,0,1
1987,A (171).jpg%139,Wood,0,0,0,0,0,0,1
1988,A (171).jpg%140,Wood,0,0,0,0,0,0,1
1989,A (171).jpg%141,Wood,0,0,0,0,0,0,1
1990,A (171).jpg%142,Wood,0,0,0,0,0,0,1
1991,A (171).jpg%143,Wood,0,0,0,0,0,0,1
1992,A (138).jpg%51,Other,0,0,0,1,0,0,0
1993,A (138).jpg%52,Other,0,0,0,1,0,0,0
1994,A (138).jpg%53,Other,0,0,0,1,0,0,0
1995,A (138).jpg%54,Other,0,0,0,1,0,0,0
1996,A (138).jpg%64,Other,0,0,0,1,0,0,0
1997,A (138).jpg%65,Other,0,0,0,1,0,0,0
1998,A (138).jpg%66,Other,0,0,0,1,0,0,0
1999,A (138).jpg%67,Other,0,0,0,1,0,0,0
2000,A (138).jpg%80,Other,0,0,0,1,0,0,0
2001,A (138).jpg%81,Other,0,0,0,1,0,0,0
2002,A (138).jpg%88,Wood,0,0,0,0,0,0,1
2003,A (138).jpg%93,Other,0,0,0,1,0,0,0
2004,A (138).jpg%94,Other,0,0,0,1,0,0,0
2005,A (138).jpg%129,Wood,0,0,0,0,0,0,1
2006,A (138).jpg%130,Wood,0,0,0,0,0,0,1
2007,A (138).jpg%142,Wood,0,0,0,0,0,0,1
2008,A (138).jpg%143,Wood,0,0,0,0,0,0,1
2009,A (198).jpg%8,Wood,0,0,0,0,0,0,1
2010,A (198).jpg%9,Wood,0,0,0,0,0,0,1
2011,A (198).jpg%20,Wood,0,0,0,0,0,0,1
2012,A (198).jpg%21,Wood,0,0,0,0,0,0,1
2013,A (198).jpg%22,Wood,0,0,0,0,0,0,1
2014,A (198).jpg%23,Wood,0,0,0,0,0,0,1
2015,A (198).jpg%32,Wood,0,0,0,0,0,0,1
2016,A (198).jpg%33,Wood,0,0,0,0,0,0,1
2017,A (198).jpg%34,Wood,0,0,0,0,0,0,1
2018,A (198).jpg%35,Wood,0,0,0,0,0,0,1
2019,A (198).jpg%39,Plastic,0,0,0,0,1,0,0
2020,A (198).jpg%41,Wood,0,0,0,0,0,0,1
2021,A (198).jpg%42,Wood,0,0,0,0,0,0,1
2022,A (198).jpg%43,Wood,0,0,0,0,0,0,1
2023,A (198).jpg%46,Wood,0,0,0,0,0,0,1
2024,A (198).jpg%47,Wood,0,0,0,0,0,0,1
2025,A (198).jpg%53,Wood,0,0,0,0,0,0,1
2026,A (198).jpg%54,Wood,0,0,0,0,0,0,1
2027,A (198).jpg%55,Wood,0,0,0,0,0,0,1
2028,A (198).jpg%58,Wood,0,0,0,0,0,0,1
2029,A (198).jpg%59,Wood,0,0,0,0,0,0,1
2030,A (198).jpg%69,Wood,0,0,0,0,0,0,1
2031,A (198).jpg%70,Wood,0,0,0,0,0,0,1
2032,A (198).jpg%71,Wood,0,0,0,0,0,0,1
2033,A (198).jpg%81,Wood,0,0,0,0,0,0,1
2034,A (198).jpg%82,Wood,0,0,0,0,0,0,1
2035,A (198).jpg%83,Wood,0,0,0,0,0,0,1
2036,A (198).jpg%92,Wood,0,0,0,0,0,0,1
2037,A (198).jpg%96,Wood,0,0,0,0,0,0,1
2038,A (198).jpg%97,Wood,0,0,0,0,0,0,1
2039,A (198).jpg%103,Wood,0,0,0,0,0,0,1
2040,A (198).jpg%104,Wood,0,0,0,0,0,0,1
2041,A (198).jpg%106,Plastic,0,0,0,0,1,0,0
2042,A (198).jpg%107,Plastic,0,0,0,0,1,0,0
2043,A (198).jpg%108,Wood,0,0,0,0,0,0,1
2044,A (198).jpg%109,Wood,0,0,0,0,0,0,1
2045,A (198).jpg%110,Wood,0,0,0,0,0,0,1
2046,A (198).jpg%111,Wood,0,0,0,0,0,0,1
2047,A (198).jpg%115,Wood,0,0,0,0,0,0,1
2048,A (198).jpg%116,Plastic,0,0,0,0,1,0,0
2049,A (198).jpg%117,Plastic,0,0,0,0,1,0,0
2050,A (198).jpg%118,Plastic,0,0,0,0,1,0,0
2051,A (198).jpg%119,Plastic,0,0,0,0,1,0,0
2052,A (198).jpg%120,Wood,0,0,0,0,0,0,1
2053,A (198).jpg%121,Wood,0,0,0,0,0,0,1
2054,A (198).jpg%122,Wood,0,0,0,0,0,0,1
2055,A (198).jpg%123,Wood,0,0,0,0,0,0,1
2056,A (198).jpg%124,Wood,0,0,0,0,0,0,1
2057,A (198).jpg%126,Wood,0,0,0,0,0,0,1
2058,A (198).jpg%128,Plastic,0,0,0,0,1,0,0
2059,A (198).jpg%129,Plastic,0,0,0,0,1,0,0
2060,A (198).jpg%130,Plastic,0,0,0,0,1,0,0
2061,A (198).jpg%131,Plastic,0,0,0,0,1,0,0
2062,A (198).jpg%132,Wood,0,0,0,0,0,0,1
2063,A (198).jpg%133,Wood,0,0,0,0,0,0,1
2064,A (198).jpg%137,Wood,0,0,0,0,0,0,1
2065,A (198).jpg%138,Wood,0,0,0,0,0,0,1
2066,A (49).jpg%43,Plastic,0,0,0,0,1,0,0
2067,A (49).jpg%44,Plastic,0,0,0,0,1,0,0
2068,A (49).jpg%55,Plastic,0,0,0,0,1,0,0
2069,A (49).jpg%56,Plastic,0,0,0,0,1,0,0
2070,A (49).jpg%66,Wood,0,0,0,0,0,0,1
2071,A (49).jpg%67,Wood,0,0,0,0,0,0,1
2072,A (49).jpg%68,Wood,0,0,0,0,0,0,1
2073,A (49).jpg%73,Concrete,1,0,0,0,0,0,0
2074,A (49).jpg%74,Concrete,1,0,0,0,0,0,0
2075,A (49).jpg%75,Concrete,1,0,0,0,0,0,0
2076,A (49).jpg%76,Concrete,1,0,0,0,0,0,0
2077,A (49).jpg%78,Wood,0,0,0,0,0,0,1
2078,A (49).jpg%81,Wood,0,0,0,0,0,0,1
2079,A (49).jpg%84,Concrete,1,0,0,0,0,0,0
2080,A (49).jpg%85,Concrete,1,0,0,0,0,0,0
2081,A (49).jpg%86,Concrete,1,0,0,0,0,0,0
2082,A (49).jpg%87,Concrete,1,0,0,0,0,0,0
2083,A (49).jpg%88,Concrete,1,0,0,0,0,0,0
2084,A (49).jpg%89,Concrete,1,0,0,0,0,0,0
2085,A (49).jpg%91,Concrete,1,0,0,0,0,0,0
2086,A (49).jpg%92,Concrete,1,0,0,0,0,0,0
2087,A (49).jpg%93,Concrete,1,0,0,0,0,0,0
2088,A (49).jpg%94,Concrete,1,0,0,0,0,0,0
2089,A (49).jpg%97,Concrete,1,0,0,0,0,0,0
2090,A (49).jpg%98,Concrete,1,0,0,0,0,0,0
2091,A (49).jpg%99,Plastic,0,0,0,0,1,0,0
2092,A (49).jpg%100,Plastic,0,0,0,0,1,0,0
2093,A (49).jpg%101,Plastic,0,0,0,0,1,0,0
2094,A (49).jpg%102,Concrete,1,0,0,0,0,0,0
2095,A (49).jpg%103,Concrete,1,0,0,0,0,0,0
2096,A (49).jpg%104,Concrete,1,0,0,0,0,0,0
2097,A (49).jpg%105,Concrete,1,0,0,0,0,0,0
2098,A (49).jpg%106,Concrete,1,0,0,0,0,0,0
2099,A (49).jpg%108,Wood,0,0,0,0,0,0,1
2100,A (49).jpg%110,Wood,0,0,0,0,0,0,1
2101,A (49).jpg%111,Wood,0,0,0,0,0,0,1
2102,A (49).jpg%116,Wood,0,0,0,0,0,0,1
2103,A (49).jpg%117,Wood,0,0,0,0,0,0,1
2104,A (215).jpg%21,Concrete,1,0,0,0,0,0,0
2105,A (215).jpg%22,Concrete,1,0,0,0,0,0,0
2106,A (215).jpg%23,Concrete,1,0,0,0,0,0,0
2107,A (215).jpg%33,Concrete,1,0,0,0,0,0,0
2108,A (215).jpg%34,Concrete,1,0,0,0,0,0,0
2109,A (215).jpg%35,Concrete,1,0,0,0,0,0,0
2110,A (215).jpg%38,Concrete,1,0,0,0,0,0,0
2111,A (215).jpg%44,Concrete,1,0,0,0,0,0,0
2112,A (215).jpg%45,Concrete,1,0,0,0,0,0,0
2113,A (215).jpg%46,Concrete,1,0,0,0,0,0,0
2114,A (215).jpg%47,Concrete,1,0,0,0,0,0,0
2115,A (215).jpg%48,Concrete,1,0,0,0,0,0,0
2116,A (215).jpg%50,Concrete,1,0,0,0,0,0,0
2117,A (215).jpg%57,Concrete,1,0,0,0,0,0,0
2118,A (215).jpg%60,Concrete,1,0,0,0,0,0,0
2119,A (215).jpg%68,Concrete,1,0,0,0,0,0,0
2120,A (215).jpg%69,Concrete,1,0,0,0,0,0,0
2121,A (215).jpg%70,Concrete,1,0,0,0,0,0,0
2122,A (215).jpg%81,Concrete,1,0,0,0,0,0,0
2123,A (215).jpg%91,Concrete,1,0,0,0,0,0,0
2124,A (215).jpg%92,Concrete,1,0,0,0,0,0,0
2125,A (215).jpg%93,Concrete,1,0,0,0,0,0,0
2126,A (215).jpg%102,Concrete,1,0,0,0,0,0,0
2127,A (215).jpg%103,Concrete,1,0,0,0,0,0,0
2128,A (215).jpg%104,Concrete,1,0,0,0,0,0,0
2129,A (215).jpg%109,Concrete,1,0,0,0,0,0,0
2130,A (215).jpg%112,Concrete,1,0,0,0,0,0,0
2131,A (215).jpg%113,Concrete,1,0,0,0,0,0,0
2132,A (215).jpg%115,Concrete,1,0,0,0,0,0,0
2133,A (215).jpg%117,Concrete,1,0,0,0,0,0,0
2134,A (215).jpg%121,Concrete,1,0,0,0,0,0,0
2135,A (215).jpg%124,Concrete,1,0,0,0,0,0,0
2136,A (215).jpg%125,Concrete,1,0,0,0,0,0,0
2137,A (215).jpg%126,Concrete,1,0,0,0,0,0,0
2138,A (215).jpg%127,Concrete,1,0,0,0,0,0,0
2139,A (215).jpg%128,Concrete,1,0,0,0,0,0,0
2140,A (215).jpg%129,Concrete,1,0,0,0,0,0,0
2141,A (215).jpg%138,Concrete,1,0,0,0,0,0,0
2142,A (215).jpg%139,Concrete,1,0,0,0,0,0,0
2143,A (215).jpg%140,Concrete,1,0,0,0,0,0,0
2144,A (117).jpg%27,Other,0,0,0,1,0,0,0
2145,A (117).jpg%28,Other,0,0,0,1,0,0,0
2146,A (117).jpg%29,Other,0,0,0,1,0,0,0
2147,A (117).jpg%30,Other,0,0,0,1,0,0,0
2148,A (117).jpg%31,Other,0,0,0,1,0,0,0
2149,A (117).jpg%32,Other,0,0,0,1,0,0,0
2150,A (117).jpg%38,Other,0,0,0,1,0,0,0
2151,A (117).jpg%39,Other,0,0,0,1,0,0,0
2152,A (117).jpg%40,Other,0,0,0,1,0,0,0
2153,A (117).jpg%43,Other,0,0,0,1,0,0,0
2154,A (117).jpg%44,Other,0,0,0,1,0,0,0
2155,A (117).jpg%50,Other,0,0,0,1,0,0,0
2156,A (117).jpg%51,Other,0,0,0,1,0,0,0
2157,A (117).jpg%79,Plastic,0,0,0,0,1,0,0
2158,A (117).jpg%89,Plastic,0,0,0,0,1,0,0
2159,A (117).jpg%90,Plastic,0,0,0,0,1,0,0
2160,A (117).jpg%91,Plastic,0,0,0,0,1,0,0
2161,A (117).jpg%101,Plastic,0,0,0,0,1,0,0
2162,A (117).jpg%102,Plastic,0,0,0,0,1,0,0
2163,A (117).jpg%110,Plastic,0,0,0,0,1,0,0
2164,A (117).jpg%111,Plastic,0,0,0,0,1,0,0
2165,A (117).jpg%121,Plastic,0,0,0,0,1,0,0
2166,A (117).jpg%122,Plastic,0,0,0,0,1,0,0
2167,A (117).jpg%123,Plastic,0,0,0,0,1,0,0
2168,A (117).jpg%124,Plastic,0,0,0,0,1,0,0
2169,A (117).jpg%132,Plastic,0,0,0,0,1,0,0
2170,A (117).jpg%133,Plastic,0,0,0,0,1,0,0
2171,A (117).jpg%134,Plastic,0,0,0,0,1,0,0
2172,A (117).jpg%135,Plastic,0,0,0,0,1,0,0
2173,A (117).jpg%136,Plastic,0,0,0,0,1,0,0
2174,A (117).jpg%137,Plastic,0,0,0,0,1,0,0
2175,A (117).jpg%138,Plastic,0,0,0,0,1,0,0
2176,A (157).jpg%18,Wood,0,0,0,0,0,0,1
2177,A (157).jpg%19,Wood,0,0,0,0,0,0,1
2178,A (157).jpg%27,Wood,0,0,0,0,0,0,1
2179,A (157).jpg%28,Wood,0,0,0,0,0,0,1
2180,A (157).jpg%29,Wood,0,0,0,0,0,0,1
2181,A (157).jpg%30,Wood,0,0,0,0,0,0,1
2182,A (157).jpg%31,Wood,0,0,0,0,0,0,1
2183,A (157).jpg%32,Wood,0,0,0,0,0,0,1
2184,A (157).jpg%33,Wood,0,0,0,0,0,0,1
2185,A (157).jpg%36,Wood,0,0,0,0,0,0,1
2186,A (157).jpg%37,Wood,0,0,0,0,0,0,1
2187,A (157).jpg%38,Wood,0,0,0,0,0,0,1
2188,A (157).jpg%39,Wood,0,0,0,0,0,0,1
2189,A (157).jpg%40,Wood,0,0,0,0,0,0,1
2190,A (157).jpg%43,Wood,0,0,0,0,0,0,1
2191,A (157).jpg%44,Wood,0,0,0,0,0,0,1
2192,A (157).jpg%45,Wood,0,0,0,0,0,0,1
2193,A (157).jpg%48,Wood,0,0,0,0,0,0,1
2194,A (157).jpg%49,Wood,0,0,0,0,0,0,1
2195,A (157).jpg%50,Wood,0,0,0,0,0,0,1
2196,A (157).jpg%51,Wood,0,0,0,0,0,0,1
2197,A (157).jpg%52,Wood,0,0,0,0,0,0,1
2198,A (157).jpg%55,Wood,0,0,0,0,0,0,1
2199,A (157).jpg%56,Wood,0,0,0,0,0,0,1
2200,A (157).jpg%57,Wood,0,0,0,0,0,0,1
2201,A (157).jpg%58,Wood,0,0,0,0,0,0,1
2202,A (157).jpg%59,Wood,0,0,0,0,0,0,1
2203,A (157).jpg%60,Wood,0,0,0,0,0,0,1
2204,A (157).jpg%61,Wood,0,0,0,0,0,0,1
2205,A (157).jpg%62,Wood,0,0,0,0,0,0,1
2206,A (157).jpg%63,Wood,0,0,0,0,0,0,1
2207,A (157).jpg%64,Wood,0,0,0,0,0,0,1
2208,A (157).jpg%65,Wood,0,0,0,0,0,0,1
2209,A (157).jpg%66,Wood,0,0,0,0,0,0,1
2210,A (157).jpg%67,Wood,0,0,0,0,0,0,1
2211,A (157).jpg%68,Wood,0,0,0,0,0,0,1
2212,A (157).jpg%69,Wood,0,0,0,0,0,0,1
2213,A (157).jpg%70,Wood,0,0,0,0,0,0,1
2214,A (157).jpg%71,Wood,0,0,0,0,0,0,1
2215,A (157).jpg%72,Wood,0,0,0,0,0,0,1
2216,A (157).jpg%73,Wood,0,0,0,0,0,0,1
2217,A (157).jpg%74,Wood,0,0,0,0,0,0,1
2218,A (157).jpg%75,Wood,0,0,0,0,0,0,1
2219,A (157).jpg%76,Wood,0,0,0,0,0,0,1
2220,A (157).jpg%77,Wood,0,0,0,0,0,0,1
2221,A (157).jpg%84,Wood,0,0,0,0,0,0,1
2222,A (157).jpg%85,Wood,0,0,0,0,0,0,1
2223,A (157).jpg%86,Wood,0,0,0,0,0,0,1
2224,A (157).jpg%87,Wood,0,0,0,0,0,0,1
2225,A (131).jpg%43,Roofing,0,0,0,0,0,1,0
2226,A (131).jpg%55,Roofing,0,0,0,0,0,1,0
2227,A (131).jpg%65,Wood,0,0,0,0,0,0,1
2228,A (131).jpg%68,Roofing,0,0,0,0,0,1,0
2229,A (131).jpg%77,Wood,0,0,0,0,0,0,1
2230,A (131).jpg%81,Roofing,0,0,0,0,0,1,0
2231,A (131).jpg%86,Wood,0,0,0,0,0,0,1
2232,A (131).jpg%88,Wood,0,0,0,0,0,0,1
2233,A (131).jpg%93,Roofing,0,0,0,0,0,1,0
2234,A (131).jpg%94,Roofing,0,0,0,0,0,1,0
2235,A (131).jpg%98,Wood,0,0,0,0,0,0,1
2236,A (131).jpg%103,Wood,0,0,0,0,0,0,1
2237,A (131).jpg%117,Roofing,0,0,0,0,0,1,0
2238,A (233).jpg%24,Wood,0,0,0,0,0,0,1
2239,A (233).jpg%25,Wood,0,0,0,0,0,0,1
2240,A (233).jpg%26,Wood,0,0,0,0,0,0,1
2241,A (233).jpg%27,Wood,0,0,0,0,0,0,1
2242,A (233).jpg%28,Wood,0,0,0,0,0,0,1
2243,A (233).jpg%29,Wood,0,0,0,0,0,0,1
2244,A (233).jpg%36,Gypsum,0,1,0,0,0,0,0
2245,A (233).jpg%37,Wood,0,0,0,0,0,0,1
2246,A (233).jpg%38,Wood,0,0,0,0,0,0,1
2247,A (233).jpg%39,Wood,0,0,0,0,0,0,1
2248,A (233).jpg%40,Wood,0,0,0,0,0,0,1
2249,A (233).jpg%41,Wood,0,0,0,0,0,0,1
2250,A (233).jpg%42,Wood,0,0,0,0,0,0,1
2251,A (233).jpg%43,Wood,0,0,0,0,0,0,1
2252,A (233).jpg%44,Wood,0,0,0,0,0,0,1
2253,A (233).jpg%48,Wood,0,0,0,0,0,0,1
2254,A (233).jpg%49,Wood,0,0,0,0,0,0,1
2255,A (233).jpg%50,Wood,0,0,0,0,0,0,1
2256,A (233).jpg%51,Wood,0,0,0,0,0,0,1
2257,A (233).jpg%52,Wood,0,0,0,0,0,0,1
2258,A (233).jpg%53,Wood,0,0,0,0,0,0,1
2259,A (233).jpg%54,Wood,0,0,0,0,0,0,1
2260,A (233).jpg%55,Wood,0,0,0,0,0,0,1
2261,A (233).jpg%56,Wood,0,0,0,0,0,0,1
2262,A (233).jpg%57,Wood,0,0,0,0,0,0,1
2263,A (233).jpg%58,Wood,0,0,0,0,0,0,1
2264,A (233).jpg%59,Wood,0,0,0,0,0,0,1
2265,A (233).jpg%60,Wood,0,0,0,0,0,0,1
2266,A (233).jpg%61,Wood,0,0,0,0,0,0,1
2267,A (233).jpg%62,Wood,0,0,0,0,0,0,1
2268,A (233).jpg%63,Wood,0,0,0,0,0,0,1
2269,A (233).jpg%64,Wood,0,0,0,0,0,0,1
2270,A (233).jpg%65,Wood,0,0,0,0,0,0,1
2271,A (233).jpg%66,Wood,0,0,0,0,0,0,1
2272,A (233).jpg%67,Wood,0,0,0,0,0,0,1
2273,A (233).jpg%68,Wood,0,0,0,0,0,0,1
2274,A (233).jpg%69,Wood,0,0,0,0,0,0,1
2275,A (233).jpg%70,Wood,0,0,0,0,0,0,1
2276,A (233).jpg%71,Wood,0,0,0,0,0,0,1
2277,A (233).jpg%72,Wood,0,0,0,0,0,0,1
2278,A (233).jpg%73,Wood,0,0,0,0,0,0,1
2279,A (233).jpg%74,Wood,0,0,0,0,0,0,1
2280,A (233).jpg%75,Wood,0,0,0,0,0,0,1
2281,A (233).jpg%77,Wood,0,0,0,0,0,0,1
2282,A (233).jpg%78,Wood,0,0,0,0,0,0,1
2283,A (233).jpg%81,Wood,0,0,0,0,0,0,1
2284,A (233).jpg%82,Wood,0,0,0,0,0,0,1
2285,A (233).jpg%83,Wood,0,0,0,0,0,0,1
2286,A (233).jpg%84,Wood,0,0,0,0,0,0,1
2287,A (233).jpg%85,Wood,0,0,0,0,0,0,1
2288,A (233).jpg%86,Wood,0,0,0,0,0,0,1
2289,A (233).jpg%87,Wood,0,0,0,0,0,0,1
2290,A (233).jpg%88,Wood,0,0,0,0,0,0,1
2291,A (233).jpg%89,Wood,0,0,0,0,0,0,1
2292,A (233).jpg%90,Wood,0,0,0,0,0,0,1
2293,A (233).jpg%91,Wood,0,0,0,0,0,0,1
2294,A (233).jpg%92,Wood,0,0,0,0,0,0,1
2295,A (233).jpg%93,Wood,0,0,0,0,0,0,1
2296,A (233).jpg%94,Wood,0,0,0,0,0,0,1
2297,A (233).jpg%95,Wood,0,0,0,0,0,0,1
2298,A (233).jpg%96,Wood,0,0,0,0,0,0,1
2299,A (233).jpg%97,Wood,0,0,0,0,0,0,1
2300,A (233).jpg%98,Wood,0,0,0,0,0,0,1
2301,A (233).jpg%99,Wood,0,0,0,0,0,0,1
2302,A (233).jpg%100,Wood,0,0,0,0,0,0,1
2303,A (233).jpg%101,Wood,0,0,0,0,0,0,1
2304,A (233).jpg%102,Wood,0,0,0,0,0,0,1
2305,A (233).jpg%103,Wood,0,0,0,0,0,0,1
2306,A (233).jpg%104,Wood,0,0,0,0,0,0,1
2307,A (233).jpg%105,Wood,0,0,0,0,0,0,1
2308,A (233).jpg%106,Wood,0,0,0,0,0,0,1
2309,A (233).jpg%107,Wood,0,0,0,0,0,0,1
2310,A (233).jpg%108,Wood,0,0,0,0,0,0,1
2311,A (233).jpg%109,Wood,0,0,0,0,0,0,1
2312,A (233).jpg%110,Wood,0,0,0,0,0,0,1
2313,A (233).jpg%111,Wood,0,0,0,0,0,0,1
2314,A (233).jpg%112,Wood,0,0,0,0,0,0,1
2315,A (233).jpg%113,Wood,0,0,0,0,0,0,1
2316,A (233).jpg%114,Wood,0,0,0,0,0,0,1
2317,A (233).jpg%115,Wood,0,0,0,0,0,0,1
2318,A (233).jpg%116,Wood,0,0,0,0,0,0,1
2319,A (233).jpg%118,Wood,0,0,0,0,0,0,1
2320,A (233).jpg%119,Wood,0,0,0,0,0,0,1
2321,A (233).jpg%120,Wood,0,0,0,0,0,0,1
2322,A (233).jpg%121,Wood,0,0,0,0,0,0,1
2323,A (233).jpg%122,Wood,0,0,0,0,0,0,1
2324,A (233).jpg%123,Gypsum,0,1,0,0,0,0,0
2325,A (233).jpg%124,Wood,0,0,0,0,0,0,1
2326,A (233).jpg%125,Gypsum,0,1,0,0,0,0,0
2327,A (233).jpg%126,Wood,0,0,0,0,0,0,1
2328,A (233).jpg%127,Wood,0,0,0,0,0,0,1
2329,A (233).jpg%130,Metal,0,0,1,0,0,0,0
